TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
TXN0009959,2023-03-14,Business Blazer,Fashion,East,Online,2,6603.47,13206.94,UPI,CUST00407
TXN0009960,2023-03-14,Dell XPS 15,Electronics,North,Online,2,64797.84,129595.68,Net Banking,CUST02603
TXN0009961,2023-03-14,Sofa Set 3+1+1,Furniture,South,Offline,2,53915.69,107831.38,UPI,CUST00429
TXN0009962,2023-03-14,Board Game Family,Toys,West,Online,1,1021.49,1021.49,Credit Card,CUST00110
TXN0009963,2023-03-14,Silk Saree Premium,Fashion,East,Offline,2,8671.49,17342.98,Credit Card,CUST01077
TXN0009964,2023-03-14,Formal Shirt Pack,Fashion,North,Offline,1,2049.82,2049.82,Cash,CUST10195
TXN0009965,2023-03-14,Spice Combo Pack,Grocery,South,Online,4,563.16,2252.64,Cash,CUST04120
TXN0009966,2023-03-14,Woolen Sweater,Fashion,South,Offline,1,2664.78,2664.78,UPI,CUST03275
TXN0009967,2023-03-14,Gaming Console PS5,Electronics,North,Offline,1,43311.02,43311.02,Credit Card,CUST05784
TXN0009968,2023-03-14,Cooking Oil 5L,Grocery,West,Offline,3,948.28,2844.84,UPI,CUST01840
TXN0009969,2023-03-15,Notebook Premium A4 Pack,Stationery,West,Offline,4,434.73,1738.92,Net Banking,CUST00334
TXN0009970,2023-03-15,Resistance Bands Set,Sports,West,Online,1,881.73,881.73,Net Banking,CUST07537
TXN0009971,2023-03-15,Vitamin C Serum 30ml,Beauty,West,Online,1,1028.14,1028.14,Credit Card,CUST10567
TXN0009972,2023-03-15,Cooking Oil 5L,Grocery,East,Online,3,836.14,2508.42,UPI,CUST07007
TXN0009973,2023-03-15,Wireless Earbuds X1,Electronics,West,Online,1,7798.36,7798.36,UPI,CUST01152
TXN0009974,2023-03-15,Lipstick Matte Collection,Beauty,East,Offline,3,834.74,2504.22,Cash,CUST10976
TXN0009975,2023-03-15,Whole Wheat Atta 10kg,Grocery,East,Online,5,505.84,2529.2,Net Banking,CUST11622
TXN0009976,2023-03-15,Dumbbell Set 20kg,Sports,North,Offline,3,2908.54,8725.62,Credit Card,CUST10537
TXN0009977,2023-03-15,Lipstick Matte Collection,Beauty,South,Online,1,367.88,367.88,Credit Card,CUST00307
TXN0009978,2023-03-15,"Smart LED TV 55""",Electronics,East,Offline,1,88132.41,88132.41,UPI,CUST00461
TXN0009979,2023-03-15,Samsung Galaxy S24,Electronics,East,Offline,1,78549.16,78549.16,UPI,CUST04443
TXN0009980,2023-03-15,Cricket Bat SS,Sports,North,Offline,1,3057.83,3057.83,Cash,CUST04944
TXN0009981,2023-03-15,Badminton Racket Pro,Sports,East,Online,1,3152.01,3152.01,UPI,CUST03803
TXN0009982,2023-03-15,Kindle Paperwhite,Electronics,West,Offline,1,12589.97,12589.97,UPI,CUST06825
TXN0009983,2023-03-15,Basmati Rice 5kg,Grocery,South,Online,4,409.93,1639.72,Net Banking,CUST01627
TXN0009984,2023-03-15,Gaming Console PS5,Electronics,North,Offline,1,38290.91,38290.91,Credit Card,CUST02902
TXN0009985,2023-03-15,Formal Shirt Pack,Fashion,East,Online,2,3407.07,6814.14,Net Banking,CUST05161
TXN0009986,2023-03-15,Honey Raw 500g,Grocery,North,Online,2,343.03,686.06,Cash,CUST09394
TXN0009987,2023-03-15,Formal Shirt Pack,Fashion,West,Offline,1,3718.82,3718.82,Cash,CUST08599
TXN0009988,2023-03-15,Sofa Set 3+1+1,Furniture,North,Offline,1,35445.56,35445.56,Cash,CUST06338
TXN0009989,2023-03-15,Whole Wheat Atta 10kg,Grocery,West,Offline,2,513.93,1027.86,Credit Card,CUST08809
TXN0009990,2023-03-15,Business Blazer,Fashion,North,Online,1,4664.73,4664.73,Cash,CUST08636
TXN0009991,2023-03-15,Basmati Rice 5kg,Grocery,West,Offline,5,731.14,3655.7,Credit Card,CUST03497
TXN0009992,2023-03-15,Running Shoes Elite,Fashion,East,Offline,2,4936.36,9872.72,UPI,CUST05961
TXN0009993,2023-03-15,Honey Raw 500g,Grocery,West,Offline,2,506.66,1013.32,UPI,CUST00110
TXN0009994,2023-03-15,Cricket Bat SS,Sports,South,Online,1,4095.99,4095.99,UPI,CUST11925
TXN0009995,2023-03-15,Room Heater 2000W,Appliances,South,Online,2,4043.21,8086.42,UPI,CUST06700
TXN0009996,2023-03-15,Kindle Paperwhite,Electronics,East,Online,1,17186.44,17186.44,UPI,CUST03391
TXN0009997,2023-03-15,Vitamin C Serum 30ml,Beauty,West,Offline,1,2387.29,2387.29,UPI,CUST11114
TXN0009998,2023-03-15,Sunglasses UV400,Accessories,North,Offline,1,1320.93,1320.93,Credit Card,CUST00225
TXN0009999,2023-03-15,Honey Raw 500g,Grocery,East,Offline,1,626.69,626.69,Cash,CUST00410
TXN0010000,2023-03-15,Ethnic Kurta Set,Fashion,East,Offline,2,2937.0,5874.0,Credit Card,CUST03816
TXN0010001,2023-03-15,Samsung Galaxy S24,Electronics,West,Offline,1,89780.05,89780.05,UPI,CUST08626
TXN0010002,2023-03-15,Sports Sneakers Pro,Fashion,West,Online,2,10242.77,20485.54,Credit Card,CUST04180
TXN0010003,2023-03-15,Running Shoes Elite,Fashion,South,Online,1,3851.12,3851.12,Credit Card,CUST05277
TXN0010004,2023-03-15,Remote Control Car,Toys,East,Offline,1,2147.23,2147.23,Credit Card,CUST00572
TXN0010005,2023-03-15,Basmati Rice 5kg,Grocery,South,Offline,5,415.31,2076.55,Cash,CUST02750
TXN0010006,2023-03-15,Phone Case Premium,Accessories,West,Offline,1,1124.68,1124.68,Credit Card,CUST00060
TXN0010007,2023-03-15,Cooking Oil 5L,Grocery,West,Offline,1,1075.52,1075.52,UPI,CUST00006
TXN0010008,2023-03-15,Whole Wheat Atta 10kg,Grocery,East,Online,2,523.7,1047.4,Cash,CUST05346
TXN0010009,2023-03-15,Dining Table Set 6-Seater,Furniture,West,Offline,1,47723.32,47723.32,Credit Card,CUST02766
TXN0010010,2023-03-15,Stuffed Animal Large,Toys,East,Online,1,905.98,905.98,Credit Card,CUST03590
TXN0010011,2023-03-15,Lipstick Matte Collection,Beauty,South,Offline,1,272.59,272.59,UPI,CUST03934
TXN0010012,2023-03-15,Remote Control Car,Toys,West,Offline,1,3881.75,3881.75,Cash,CUST02133
TXN0010013,2023-03-15,Casual T-Shirt 3-Pack,Fashion,East,Online,3,2160.93,6482.79,UPI,CUST10492
TXN0010014,2023-03-15,Apple AirPods Pro,Electronics,North,Offline,1,20190.5,20190.5,Credit Card,CUST00260
TXN0010015,2023-03-15,Apple AirPods Pro,Electronics,East,Offline,1,22544.41,22544.41,UPI,CUST09309
TXN0010016,2023-03-15,Vitamin C Serum 30ml,Beauty,South,Offline,3,1620.65,4861.95,Cash,CUST02730
TXN0010017,2023-03-15,Sketch Pencil Set,Stationery,East,Offline,4,490.57,1962.28,UPI,CUST02067
TXN0010018,2023-03-15,Wireless Charger 20W,Accessories,South,Online,1,1934.19,1934.19,Credit Card,CUST05143
TXN0010019,2023-03-15,Electric Kettle 1.5L,Appliances,North,Offline,1,1818.48,1818.48,Cash,CUST10790
TXN0010020,2023-03-15,Notebook Premium A4 Pack,Stationery,North,Offline,1,325.19,325.19,Net Banking,CUST11278
TXN0010021,2023-03-15,Spice Combo Pack,Grocery,South,Online,1,655.11,655.11,Cash,CUST01905
TXN0010022,2023-03-15,Whole Wheat Atta 10kg,Grocery,North,Online,3,374.38,1123.14,UPI,CUST07829
TXN0010023,2023-03-15,Hair Growth Oil 200ml,Beauty,South,Online,1,1215.39,1215.39,Credit Card,CUST00091
TXN0010024,2023-03-15,Vitamin C Serum 30ml,Beauty,West,Online,1,2071.16,2071.16,Cash,CUST09400
TXN0010025,2023-03-15,Wireless Earbuds X1,Electronics,South,Offline,1,5482.81,5482.81,Credit Card,CUST00400
TXN0010026,2023-03-15,Lipstick Matte Collection,Beauty,East,Offline,2,438.74,877.48,Cash,CUST08484
TXN0010027,2023-03-15,Modular Bookshelf,Furniture,East,Offline,1,12086.88,12086.88,UPI,CUST02331
TXN0010028,2023-03-15,Smartwatch Budget,Accessories,North,Online,3,3800.91,11402.73,UPI,CUST03042
TXN0010029,2023-03-15,Dumbbell Set 20kg,Sports,West,Offline,2,5889.83,11779.66,Cash,CUST04014
TXN0010030,2023-03-15,Leather Belt Premium,Accessories,North,Offline,3,1508.45,4525.35,Net Banking,CUST08168
TXN0010031,2023-03-15,Apple AirPods Pro,Electronics,East,Online,1,25656.15,25656.15,Cash,CUST11741
TXN0010032,2023-03-15,Formal Shirt Pack,Fashion,North,Offline,1,2896.3,2896.3,Credit Card,CUST02862
TXN0010033,2023-03-15,Sunglasses UV400,Accessories,North,Offline,2,1580.05,3160.1,UPI,CUST10516
TXN0010034,2023-03-15,Perfume Luxury 100ml,Beauty,North,Offline,1,3382.26,3382.26,Net Banking,CUST04205
TXN0010035,2023-03-15,Vitamin C Serum 30ml,Beauty,West,Offline,3,1603.36,4810.08,Cash,CUST04334
TXN0010036,2023-03-15,Play-Doh Mega Set,Toys,East,Online,1,683.94,683.94,UPI,CUST00074
TXN0010037,2023-03-15,Honey Raw 500g,Grocery,West,Offline,2,667.52,1335.04,Cash,CUST03085
TXN0010038,2023-03-15,Dumbbell Set 20kg,Sports,North,Offline,3,3080.63,9241.89,UPI,CUST07925
TXN0010039,2023-03-15,Football Official,Sports,West,Online,2,2104.22,4208.44,UPI,CUST00479
TXN0010040,2023-03-15,Cooking Oil 5L,Grocery,North,Offline,2,642.26,1284.52,Credit Card,CUST03113
TXN0010041,2023-03-15,Stuffed Animal Large,Toys,South,Offline,3,1578.75,4736.25,UPI,CUST10768
TXN0010042,2023-03-15,Backpack 40L,Accessories,North,Offline,1,3118.81,3118.81,UPI,CUST07772
TXN0010043,2023-03-15,iPhone 15 Pro,Electronics,West,Offline,1,133917.32,133917.32,Net Banking,CUST03173
TXN0010044,2023-03-15,Protein Powder 1kg,Grocery,West,Online,1,3563.47,3563.47,Net Banking,CUST10686
TXN0010045,2023-03-15,Cooking Oil 5L,Grocery,West,Offline,1,805.75,805.75,UPI,CUST06003
TXN0010046,2023-03-15,Ergonomic Office Chair,Furniture,South,Offline,1,12038.12,12038.12,Credit Card,CUST03221
TXN0010047,2023-03-15,Backpack 40L,Accessories,West,Offline,2,5573.5,11147.0,Net Banking,CUST00489
TXN0010048,2023-03-15,Refrigerator 300L,Appliances,West,Offline,1,55357.06,55357.06,UPI,CUST00358
TXN0010049,2023-03-15,Perfume Luxury 100ml,Beauty,East,Online,1,4767.43,4767.43,Cash,CUST00138
TXN0010050,2023-03-15,Business Blazer,Fashion,West,Online,1,10672.89,10672.89,UPI,CUST04234
TXN0010051,2023-03-15,Quinoa 500g,Grocery,East,Offline,1,493.18,493.18,Credit Card,CUST08416
TXN0010052,2023-03-15,Samsung Galaxy S24,Electronics,South,Offline,1,65385.62,65385.62,Cash,CUST00098
TXN0010053,2023-03-15,Spice Combo Pack,Grocery,North,Offline,1,720.57,720.57,Credit Card,CUST02062
TXN0010054,2023-03-15,Casual T-Shirt 3-Pack,Fashion,North,Online,2,1489.96,2979.92,Credit Card,CUST02465
TXN0010055,2023-03-15,Business Blazer,Fashion,South,Offline,2,7777.27,15554.54,Credit Card,CUST08291
TXN0010056,2023-03-15,Foundation HD Liquid,Beauty,West,Online,1,2514.68,2514.68,Net Banking,CUST04461
TXN0010057,2023-03-15,Apple AirPods Pro,Electronics,South,Offline,1,18946.22,18946.22,UPI,CUST01270
TXN0010058,2023-03-15,Sony WH-1000XM5,Electronics,East,Online,1,31210.04,31210.04,UPI,CUST00081
TXN0010059,2023-03-15,Travel Pillow Memory Foam,Accessories,West,Offline,3,1232.92,3698.76,Credit Card,CUST05479
TXN0010060,2023-03-15,Play-Doh Mega Set,Toys,West,Online,1,1043.05,1043.05,Net Banking,CUST08155
TXN0010061,2023-03-15,Samsung Galaxy S24,Electronics,South,Online,1,67911.15,67911.15,Net Banking,CUST11570
TXN0010062,2023-03-15,Cooking Oil 5L,Grocery,North,Offline,3,699.68,2099.04,Cash,CUST10162
TXN0010063,2023-03-15,Lipstick Matte Collection,Beauty,East,Online,1,895.22,895.22,UPI,CUST05834
TXN0010064,2023-03-15,Night Cream Premium,Beauty,West,Offline,1,1342.83,1342.83,UPI,CUST00220
TXN0010065,2023-03-15,Badminton Racket Pro,Sports,West,Online,1,1779.66,1779.66,Credit Card,CUST06408
TXN0010066,2023-03-15,Night Cream Premium,Beauty,East,Online,2,2461.14,4922.28,UPI,CUST09629
TXN0010067,2023-03-15,Gaming Console PS5,Electronics,South,Offline,2,53904.98,107809.96,Cash,CUST00726
TXN0010068,2023-03-15,Premium Denim Jacket,Fashion,West,Offline,2,6515.99,13031.98,Credit Card,CUST11914
TXN0010069,2023-03-15,Swimming Goggles,Sports,West,Offline,2,1726.16,3452.32,Credit Card,CUST07892
TXN0010070,2023-03-15,Honey Raw 500g,Grocery,North,Offline,2,524.63,1049.26,UPI,CUST04002
TXN0010071,2023-03-15,Organic Green Tea,Grocery,West,Online,5,487.83,2439.15,UPI,CUST02940
TXN0010072,2023-03-15,Running Shoes Elite,Fashion,East,Offline,3,4659.76,13979.28,Credit Card,CUST02807
TXN0010073,2023-03-15,Doll House Wooden,Toys,East,Offline,1,3657.52,3657.52,Credit Card,CUST00256
TXN0010074,2023-03-15,Dumbbell Set 20kg,Sports,South,Online,1,2876.36,2876.36,UPI,CUST07283
TXN0010075,2023-03-15,Sunscreen SPF 50+ 100ml,Beauty,South,Offline,3,805.97,2417.91,UPI,CUST05404
TXN0010076,2023-03-15,Swimming Goggles,Sports,West,Online,1,1487.8,1487.8,Cash,CUST08086
TXN0010077,2023-03-15,Planner 2025 Hardcover,Stationery,South,Online,1,343.27,343.27,Credit Card,CUST01158
TXN0010078,2023-03-15,Backpack 40L,Accessories,North,Online,2,2775.49,5550.98,Net Banking,CUST00114
TXN0010079,2023-03-15,Sports Sneakers Pro,Fashion,South,Offline,3,5639.49,16918.47,Credit Card,CUST08568
TXN0010080,2023-03-15,Honey Raw 500g,Grocery,East,Online,3,733.22,2199.66,Credit Card,CUST03212
TXN0010081,2023-03-15,Wireless Earbuds X1,Electronics,West,Online,2,4387.9,8775.8,Cash,CUST09815
TXN0010082,2023-03-15,Electric Kettle 1.5L,Appliances,East,Offline,1,1409.88,1409.88,Net Banking,CUST09765
TXN0010083,2023-03-15,Ergonomic Office Chair,Furniture,South,Online,1,21155.43,21155.43,Net Banking,CUST09854
TXN0010084,2023-03-15,Washing Machine 7kg,Appliances,North,Online,1,16357.66,16357.66,Credit Card,CUST07935
TXN0010085,2023-03-15,Casual T-Shirt 3-Pack,Fashion,South,Offline,1,1401.71,1401.71,UPI,CUST00523
TXN0010086,2023-03-15,Honey Raw 500g,Grocery,North,Offline,3,496.26,1488.78,Cash,CUST07089
TXN0010087,2023-03-15,Handbag Leather,Fashion,West,Offline,1,6133.58,6133.58,Cash,CUST08986
TXN0010088,2023-03-15,Kindle Paperwhite,Electronics,West,Online,1,13096.76,13096.76,UPI,CUST04416
TXN0010089,2023-03-15,Foundation HD Liquid,Beauty,West,Online,1,1053.05,1053.05,Credit Card,CUST08136
TXN0010090,2023-03-15,Resistance Bands Set,Sports,North,Online,1,502.63,502.63,UPI,CUST10602
TXN0010091,2023-03-15,Sony WH-1000XM5,Electronics,West,Offline,1,33795.42,33795.42,Net Banking,CUST11602
TXN0010092,2023-03-15,Face Wash Gel,Beauty,North,Offline,2,435.0,870.0,Cash,CUST02951
TXN0010093,2023-03-15,"iPad Pro 12.9""",Electronics,East,Offline,1,121305.12,121305.12,Credit Card,CUST00010
TXN0010094,2023-03-15,Sports Sneakers Pro,Fashion,West,Offline,3,3695.1,11085.3,Credit Card,CUST04167
TXN0010095,2023-03-15,Face Wash Gel,Beauty,West,Offline,2,506.61,1013.22,Credit Card,CUST00029
TXN0010096,2023-03-15,Whole Wheat Atta 10kg,Grocery,East,Offline,2,423.77,847.54,Net Banking,CUST03492
TXN0010097,2023-03-15,Washing Machine 7kg,Appliances,South,Offline,1,28210.98,28210.98,UPI,CUST09890
TXN0010098,2023-03-15,Formal Shirt Pack,Fashion,East,Offline,2,4132.87,8265.74,UPI,CUST00090
TXN0010099,2023-03-15,Night Cream Premium,Beauty,West,Online,2,1824.14,3648.28,Net Banking,CUST02638
TXN0010100,2023-03-15,Dumbbell Set 20kg,Sports,West,Offline,3,3745.69,11237.07,Credit Card,CUST05343
TXN0010101,2023-03-15,Wireless Earbuds X1,Electronics,North,Online,1,2511.01,2511.01,Cash,CUST00251
TXN0010102,2023-03-15,Night Cream Premium,Beauty,East,Offline,1,2821.16,2821.16,Net Banking,CUST07754
TXN0010103,2023-03-15,Organic Green Tea,Grocery,East,Online,2,829.23,1658.46,UPI,CUST00261
TXN0010104,2023-03-15,Planner 2025 Hardcover,Stationery,North,Online,3,437.53,1312.59,Cash,CUST03924
TXN0010105,2023-03-15,Casual T-Shirt 3-Pack,Fashion,North,Offline,1,1117.76,1117.76,Credit Card,CUST02766
TXN0010106,2023-03-15,Protein Powder 1kg,Grocery,East,Offline,2,2039.98,4079.96,Credit Card,CUST02377
TXN0010107,2023-03-15,Samsung Galaxy S24,Electronics,West,Online,1,100439.88,100439.88,UPI,CUST00361
TXN0010108,2023-03-15,Yoga Mat Premium,Sports,South,Offline,2,2088.32,4176.64,Credit Card,CUST09062
TXN0010109,2023-03-15,Apple AirPods Pro,Electronics,East,Online,1,29482.03,29482.03,Cash,CUST02922
TXN0010110,2023-03-15,Wireless Earbuds X1,Electronics,West,Offline,1,7719.66,7719.66,Cash,CUST10726
TXN0010111,2023-03-15,Resistance Bands Set,Sports,South,Online,2,1146.01,2292.02,Cash,CUST01324
TXN0010112,2023-03-15,Organic Green Tea,Grocery,South,Online,1,335.54,335.54,UPI,CUST09750
TXN0010113,2023-03-15,Whole Wheat Atta 10kg,Grocery,North,Offline,5,419.13,2095.65,Net Banking,CUST03438
TXN0010114,2023-03-15,Kindle Paperwhite,Electronics,West,Online,1,18506.5,18506.5,Credit Card,CUST04161
TXN0010115,2023-03-15,Apple AirPods Pro,Electronics,East,Offline,2,27010.56,54021.12,UPI,CUST00409
TXN0010116,2023-03-16,Business Blazer,Fashion,East,Online,3,6199.98,18599.94,Cash,CUST07072
TXN0010117,2023-03-16,Face Wash Gel,Beauty,North,Offline,2,461.12,922.24,Credit Card,CUST08396
TXN0010118,2023-03-16,File Cabinet Organizer,Stationery,East,Online,5,727.0,3635.0,Net Banking,CUST10770
TXN0010119,2023-03-16,"Smart LED TV 55""",Electronics,East,Offline,2,81285.22,162570.44,Cash,CUST00371
TXN0010120,2023-03-16,Stuffed Animal Large,Toys,North,Offline,1,1507.76,1507.76,Cash,CUST03864
TXN0010121,2023-03-16,Memory Foam Mattress,Furniture,West,Offline,1,26787.2,26787.2,Net Banking,CUST06829
TXN0010122,2023-03-16,Microwave Oven 28L,Appliances,North,Online,1,10964.77,10964.77,Credit Card,CUST01933
TXN0010123,2023-03-16,Dell XPS 15,Electronics,East,Online,1,124248.15,124248.15,Net Banking,CUST03532
TXN0010124,2023-03-16,Kindle Paperwhite,Electronics,West,Online,1,13798.49,13798.49,Net Banking,CUST10070
TXN0010125,2023-03-16,Phone Case Premium,Accessories,North,Offline,1,783.6,783.6,Credit Card,CUST11081
TXN0010126,2023-03-16,Whole Wheat Atta 10kg,Grocery,North,Online,1,398.2,398.2,Credit Card,CUST08159
TXN0010127,2023-03-16,Board Game Family,Toys,East,Online,1,2597.7,2597.7,Credit Card,CUST02214
TXN0010128,2023-03-16,Gaming Console PS5,Electronics,North,Offline,1,37896.45,37896.45,Credit Card,CUST03913
TXN0010129,2023-03-16,Whole Wheat Atta 10kg,Grocery,South,Offline,2,368.66,737.32,Cash,CUST02416
TXN0010130,2023-03-16,Spice Combo Pack,Grocery,North,Offline,2,615.75,1231.5,Cash,CUST10447
TXN0010131,2023-03-16,Sofa Set 3+1+1,Furniture,South,Online,2,25688.76,51377.52,UPI,CUST02681
TXN0010132,2023-03-16,Backpack 40L,Accessories,South,Offline,1,2162.66,2162.66,UPI,CUST02031
TXN0010133,2023-03-16,Ethnic Kurta Set,Fashion,West,Online,1,5611.16,5611.16,UPI,CUST02203
TXN0010134,2023-03-16,Organic Green Tea,Grocery,West,Offline,1,516.12,516.12,UPI,CUST02044
TXN0010135,2023-03-16,Dell XPS 15,Electronics,West,Online,1,149817.12,149817.12,UPI,CUST00817
TXN0010136,2023-03-16,Cooking Oil 5L,Grocery,South,Online,3,746.49,2239.47,Cash,CUST00322
TXN0010137,2023-03-16,Sony WH-1000XM5,Electronics,South,Online,1,28049.44,28049.44,Net Banking,CUST02147
TXN0010138,2023-03-16,Formal Shirt Pack,Fashion,North,Offline,1,1721.16,1721.16,Credit Card,CUST01987
TXN0010139,2023-03-16,Mixed Dry Fruits 1kg,Grocery,South,Offline,1,1157.98,1157.98,UPI,CUST07888
TXN0010140,2023-03-16,TV Unit Modern,Furniture,West,Offline,1,9362.61,9362.61,UPI,CUST10396
TXN0010141,2023-03-16,Cooking Oil 5L,Grocery,East,Offline,3,741.73,2225.19,Net Banking,CUST08629
TXN0010142,2023-03-16,Memory Foam Mattress,Furniture,South,Offline,1,26913.69,26913.69,UPI,CUST10457
TXN0010143,2023-03-16,Basmati Rice 5kg,Grocery,East,Offline,4,472.97,1891.88,Credit Card,CUST00031
TXN0010144,2023-03-16,Woolen Sweater,Fashion,West,Offline,1,3655.37,3655.37,UPI,CUST00048
TXN0010145,2023-03-16,Remote Control Car,Toys,East,Offline,2,2094.85,4189.7,Credit Card,CUST09838
TXN0010146,2023-03-16,Organic Green Tea,Grocery,East,Offline,1,849.11,849.11,Credit Card,CUST11027
TXN0010147,2023-03-16,"Smart LED TV 55""",Electronics,West,Offline,1,84878.97,84878.97,UPI,CUST00239
TXN0010148,2023-03-16,Vitamin C Serum 30ml,Beauty,North,Offline,3,1354.12,4062.36,UPI,CUST06844
TXN0010149,2023-03-16,Bedside Table Pair,Furniture,West,Offline,1,6262.63,6262.63,UPI,CUST01650
TXN0010150,2023-03-16,Cooking Oil 5L,Grocery,West,Offline,3,903.91,2711.73,Credit Card,CUST00411
TXN0010151,2023-03-16,Business Blazer,Fashion,South,Online,2,7072.87,14145.74,Credit Card,CUST03077
TXN0010152,2023-03-16,Casual T-Shirt 3-Pack,Fashion,South,Offline,2,1370.36,2740.72,Credit Card,CUST02598
TXN0010153,2023-03-16,Samsung Galaxy S24,Electronics,West,Online,1,80546.52,80546.52,UPI,CUST11349
TXN0010154,2023-03-16,Ethnic Kurta Set,Fashion,South,Online,1,2220.84,2220.84,UPI,CUST08110
TXN0010155,2023-03-16,Face Wash Gel,Beauty,South,Offline,2,211.72,423.44,UPI,CUST03473
TXN0010156,2023-03-16,Ethnic Kurta Set,Fashion,West,Online,1,4753.64,4753.64,UPI,CUST05046
TXN0010157,2023-03-16,Notebook Premium A4 Pack,Stationery,South,Offline,3,327.02,981.06,Net Banking,CUST04640
TXN0010158,2023-03-16,Electric Kettle 1.5L,Appliances,North,Offline,2,1649.0,3298.0,UPI,CUST05826
TXN0010159,2023-03-16,Samsung Galaxy S24,Electronics,West,Online,1,89588.83,89588.83,UPI,CUST00187
TXN0010160,2023-03-16,Sports Sneakers Pro,Fashion,North,Offline,2,5484.04,10968.08,Cash,CUST05595
TXN0010161,2023-03-16,Cooking Oil 5L,Grocery,West,Offline,1,997.69,997.69,Cash,CUST00496
TXN0010162,2023-03-16,Yoga Mat Premium,Sports,South,Offline,2,1013.79,2027.58,Net Banking,CUST06375
TXN0010163,2023-03-16,Perfume Luxury 100ml,Beauty,South,Offline,3,3461.13,10383.39,Credit Card,CUST10039
TXN0010164,2023-03-16,Apple AirPods Pro,Electronics,South,Offline,2,24072.24,48144.48,Net Banking,CUST07594
TXN0010165,2023-03-16,Educational Puzzle Set,Toys,West,Offline,1,1663.99,1663.99,Credit Card,CUST03510
TXN0010166,2023-03-16,MacBook Air M3,Electronics,South,Offline,1,113274.58,113274.58,UPI,CUST03584
TXN0010167,2023-03-16,Board Game Family,Toys,South,Online,2,1153.79,2307.58,Credit Card,CUST11056
TXN0010168,2023-03-16,Lipstick Matte Collection,Beauty,West,Online,2,775.94,1551.88,Credit Card,CUST07567
TXN0010169,2023-03-16,Sketch Pencil Set,Stationery,North,Offline,4,346.71,1386.84,Net Banking,CUST05785
TXN0010170,2023-03-16,Refrigerator 300L,Appliances,East,Online,2,26057.12,52114.24,UPI,CUST11263
TXN0010171,2023-03-16,Sports Sneakers Pro,Fashion,North,Online,2,4210.07,8420.14,UPI,CUST11723
TXN0010172,2023-03-16,Casual T-Shirt 3-Pack,Fashion,South,Offline,1,772.33,772.33,Net Banking,CUST03300
TXN0010173,2023-03-16,Vitamin C Serum 30ml,Beauty,West,Offline,2,1804.31,3608.62,UPI,CUST04544
TXN0010174,2023-03-16,Notebook Premium A4 Pack,Stationery,East,Online,3,276.85,830.55,UPI,CUST01220
TXN0010175,2023-03-16,Pen Set Roller 12pc,Stationery,West,Offline,1,299.62,299.62,Credit Card,CUST10433
TXN0010176,2023-03-16,TV Unit Modern,Furniture,North,Offline,2,6719.1,13438.2,Net Banking,CUST03728
TXN0010177,2023-03-16,Standing Desk Pro,Furniture,South,Offline,1,15537.04,15537.04,Net Banking,CUST08687
TXN0010178,2023-03-16,Water Purifier RO,Appliances,West,Online,1,13466.36,13466.36,UPI,CUST01466
TXN0010179,2023-03-16,Standing Desk Pro,Furniture,West,Offline,1,19606.72,19606.72,UPI,CUST00280
TXN0010180,2023-03-16,Business Blazer,Fashion,West,Online,1,12473.69,12473.69,Credit Card,CUST01479
TXN0010181,2023-03-16,Wardrobe Sliding Door,Furniture,West,Online,1,22374.35,22374.35,Credit Card,CUST03514
TXN0010182,2023-03-16,Gaming Console PS5,Electronics,North,Offline,1,37352.42,37352.42,Credit Card,CUST05504
TXN0010183,2023-03-16,Cooking Oil 5L,Grocery,South,Online,4,613.67,2454.68,UPI,CUST10017
TXN0010184,2023-03-16,Kindle Paperwhite,Electronics,East,Online,1,12528.1,12528.1,Cash,CUST08719
TXN0010185,2023-03-16,Formal Shirt Pack,Fashion,South,Online,1,1897.55,1897.55,UPI,CUST01422
TXN0010186,2023-03-16,Premium Denim Jacket,Fashion,West,Online,3,8413.64,25240.92,UPI,CUST11159
TXN0010187,2023-03-16,Travel Pillow Memory Foam,Accessories,South,Offline,2,725.24,1450.48,UPI,CUST07525
TXN0010188,2023-03-16,Basmati Rice 5kg,Grocery,West,Offline,1,703.96,703.96,Credit Card,CUST02062
TXN0010189,2023-03-16,Running Shoes Elite,Fashion,South,Online,1,5681.73,5681.73,Cash,CUST06740
TXN0010190,2023-03-16,Running Shoes Elite,Fashion,North,Offline,1,6319.43,6319.43,Credit Card,CUST01735
TXN0010191,2023-03-16,Whiteboard A3,Stationery,East,Offline,2,2459.45,4918.9,Cash,CUST00312
TXN0010192,2023-03-16,Organic Green Tea,Grocery,South,Online,1,408.11,408.11,Cash,CUST00300
TXN0010193,2023-03-16,Whole Wheat Atta 10kg,Grocery,East,Offline,2,539.77,1079.54,UPI,CUST00100
TXN0010194,2023-03-16,Kindle Paperwhite,Electronics,North,Online,2,11902.47,23804.94,Net Banking,CUST08350
TXN0010195,2023-03-16,Electric Kettle 1.5L,Appliances,South,Offline,2,977.19,1954.38,UPI,CUST04160
TXN0010196,2023-03-16,Face Wash Gel,Beauty,South,Online,1,224.3,224.3,Credit Card,CUST02749
TXN0010197,2023-03-16,Ethnic Kurta Set,Fashion,East,Online,2,3284.75,6569.5,UPI,CUST01680
TXN0010198,2023-03-16,Organic Green Tea,Grocery,West,Online,2,808.47,1616.94,UPI,CUST10953
